0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NoneRightA
0,1,0,0,0,19,21,6,9,15,12,0,0,0,0,1,NoneRightB
0,1,0,0,0,18,5,0,0,0,0,0,0,0,0,2,NoneRightC
0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,3,NoneRightD
0,1,0,0,0,11,17,8,20,1,0,0,0,0,0,4,NoneRightE
0,1,0,0,0,10,16,13,0,0,0,0,0,0,0,5,NoneRightF
0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,6,NoneRightG
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,NoneRight1Bet
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,BellMiddle
6,0,0,2,3,0,0,0,0,0,0,0,0,0,0,21,BellUpper
6,0,0,2,4,0,0,0,0,0,0,0,0,0,0,21,BellUpper
6,0,0,2,5,0,0,0,0,0,0,0,0,0,0,23,BellLower
6,0,0,2,6,0,0,0,0,0,0,0,0,0,0,23,BellLower
6,0,0,3,3,0,0,0,0,0,0,0,0,0,0,21,BellUpper
6,0,0,3,4,0,0,0,0,0,0,0,0,0,0,21,BellUpper
6,0,0,3,5,0,0,0,0,0,0,0,0,0,0,21,BellUpper
6,0,0,3,6,0,0,0,0,0,0,0,0,0,0,23,BellLower
6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,BellMiddle
6,1,0,2,0,3,6,8,13,15,18,20,21,0,0,21,BellUpper
6,1,0,2,0,1,10,12,0,0,0,0,0,0,0,23,BellLower
6,1,0,3,1,3,6,8,13,15,18,20,21,0,0,23,BellLower
6,1,0,3,1,1,10,12,0,0,0,0,0,0,0,21,BellUpper
6,1,0,3,2,3,6,8,13,15,18,20,21,0,0,21,BellUpper
6,1,0,3,2,1,10,12,0,0,0,0,0,0,0,23,BellLower
6,1,0,3,3,3,6,8,13,15,18,20,21,0,0,23,BellLower
6,1,0,3,3,1,10,12,0,0,0,0,0,0,0,21,BellUpper
6,1,0,3,4,3,6,8,13,15,18,20,21,0,0,21,BellUpper
6,1,0,3,4,1,10,12,0,0,0,0,0,0,0,23,BellLower
6,1,0,3,5,3,6,8,13,15,18,20,21,0,0,23,BellLower
6,1,0,3,5,1,10,12,0,0,0,0,0,0,0,21,BellUpper
6,1,0,3,6,3,6,8,13,15,18,20,21,0,0,21,BellUpper
6,1,0,3,6,1,10,12,0,0,0,0,0,0,0,23,BellLower
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,ReplayUpper
7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,ReplayMiddle
7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,26,ReplayLower
7,1,0,2,0,0,0,0,0,0,0,0,0,0,0,24,ReplayUpper
7,1,0,2,0,3,6,8,9,12,13,15,17,19,21,25,ReplayMiddle
7,1,0,2,0,1,4,5,7,10,14,16,18,20,0,26,ReplayLower
7,1,0,3,0,4,5,0,0,0,0,0,0,0,0,26,ReplayLower
7,1,0,3,0,3,6,8,9,12,13,15,17,19,21,25,ReplayMiddle
7,1,0,3,1,2,11,0,0,0,0,0,0,0,0,26,ReplayLower
7,1,0,3,2,1,7,10,14,16,18,20,0,0,0,26,ReplayLower
7,1,0,3,3,2,11,0,0,0,0,0,0,0,0,26,ReplayLower
7,1,0,3,4,1,7,10,14,16,18,20,0,0,0,26,ReplayLower
7,1,0,3,5,2,11,0,0,0,0,0,0,0,0,26,ReplayLower
7,1,0,3,6,1,7,10,14,16,18,20,0,0,0,26,ReplayLower
