0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NoneRightA
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,NoneRight1Bet
0,1,0,0,0,21,0,0,0,0,0,0,0,0,0,1,NoneRightB1
0,1,0,0,0,19,0,0,0,0,0,0,0,0,0,2,NoneRightB2
0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,3,NoneRightC1
0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,4,NoneRightC2
0,1,0,0,0,11,17,0,0,0,0,0,0,0,0,5,NoneRightD1
0,1,0,0,0,10,16,0,0,0,0,0,0,0,0,6,NoneRightD2
0,1,0,0,0,6,7,9,14,15,0,0,0,0,0,7,NoneRightE
0,1,0,0,0,1,3,18,20,0,0,0,0,0,0,8,NoneRightF
0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,9,NoneRightG
0,1,0,0,0,12,13,0,0,0,0,0,0,0,0,10,NoneRightH
