0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NoneMidA
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,NoneMid1Bet
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NoneMidA
0,1,0,0,0,21,0,0,0,0,0,0,0,0,0,1,NoneMidB1
0,1,0,0,0,19,0,0,0,0,0,0,0,0,0,2,NoneMidB2
0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,3,NoneMidC1
0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,4,NoneMidC2
0,1,0,0,0,11,17,0,0,0,0,0,0,0,0,5,NoneMidD1
0,1,0,0,0,10,16,0,0,0,0,0,0,0,0,6,NoneMidD2
0,1,0,0,0,6,7,9,14,15,0,0,0,0,0,7,NoneMidE
0,1,0,0,0,1,3,18,20,0,0,0,0,0,0,8,NoneMidF
0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,9,NoneMidG
0,1,0,0,0,12,13,0,0,0,0,0,0,0,0,10,NoneMidH
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,NoneMid1Bet
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NoneMidA
0,1,0,0,0,21,0,0,0,0,0,0,0,0,0,1,NoneMidB1
0,1,0,0,0,19,0,0,0,0,0,0,0,0,0,2,NoneMidB2
0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,3,NoneMidC1
0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,4,NoneMidC2
0,1,0,0,0,11,17,0,0,0,0,0,0,0,0,5,NoneMidD1
0,1,0,0,0,10,16,0,0,0,0,0,0,0,0,6,NoneMidD2
0,1,0,0,0,6,7,9,14,15,0,0,0,0,0,7,NoneMidE
0,1,0,0,0,1,3,18,20,0,0,0,0,0,0,8,NoneMidF
0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,9,NoneMidG
0,1,0,0,0,12,13,0,0,0,0,0,0,0,0,10,NoneMidH
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,NoneMid1Bet
