1365.3,2048.0,6.8,256.6,78.5,68.5,7.3
1365.3,2048.0,6.8,256.6,78.5,68.5,7.3
1365.3,2048.0,6.8,256.6,78.5,68.5,7.3
1365.3,2048.0,6.8,256.6,78.5,68.5,7.3
1365.3,2048.0,6.8,256.6,78.5,68.5,7.3
1365.3,2048.0,6.8,256.6,78.5,68.5,7.3
496.5,780.2,6.8,256.6,78.5,68.5,7.3
468.1,712.3,6.8,256.6,78.5,68.5,7.3
442.8,655.4,6.8,256.6,78.5,68.5,7.3
420.1,630.2,6.8,256.6,78.5,68.5,7.3
409.6,585.1,6.8,256.6,78.5,68.5,7.3
399.6,606.8,6.8,256.6,78.5,68.5,7.3
282.5,455.1,6.8,256.6,78.5,68.5,7.3
273.1,431.2,6.8,256.6,78.5,68.5,7.3
264.3,420.1,6.8,256.6,78.5,68.5,7.3
256.0,409.6,6.8,256.6,78.5,68.5,7.3
244.5,381.0,6.8,256.6,78.5,68.5,7.3
240.9,356.2,6.8,256.6,78.5,68.5,7.3
